istasyon_no,istasyon_adi,hizmet_sekli,marka,sarj_agi_isletmecisi,sarj_istasyonu_isletmecisi,adres,soket_bilgileri
ŞRJ/12082,GRAND BULUT HOTEL,Halka Açık,ŞarjMatik,ŞARJMATİK ENERJİ BİLİŞİM LİMİTED ŞİRKETİ,ŞARJMATİK ENERJİ BİLİŞİM LİMİTED ŞİRKETİ,Mithatpaşa Mahallesi Gazi Mustafa Kemal Sokağı  No:73 Akdeniz / MERSİN,
ŞRJ/12106,HAZİM YENİ,Halka Açık,ŞarjMatik,ŞARJMATİK ENERJİ BİLİŞİM LİMİTED ŞİRKETİ,ŞARJMATİK ENERJİ BİLİŞİM LİMİTED ŞİRKETİ,Sümer Mahallesi Lale San. 1. Ek Blok Sokağı  No:8 Merkez / NEVŞEHİR,
ŞRJ/9033,KROMSAN_NEVŞEHİR,Halka Açık,ŞarjMatik,ŞARJMATİK ENERJİ BİLİŞİM LİMİTED ŞİRKETİ,KROMSAN ISI SANAYİ VE TİCARET LİMİTED ŞİRKETİ,Organize Sanayi Bölgesi Mahallesi 1. Caddesi  No:14 /1 Acıgöl / NEVŞEHİR,
ŞRJ/12128,BATINAK TRANSİT TAŞIMACILIK PETROL VE TUR. TİC. LTD. ŞTİ.,Halka Açık,ŞarjMatik,ŞARJMATİK ENERJİ BİLİŞİM LİMİTED ŞİRKETİ,BATINAK TRANSİT TAŞIMACILIK PETROL VE TURİZM TİCARET LİMİTED ŞİRKETİ,Mehmet Akif Ersoy Mahallesi İnönü Caddesi  No:105 Kemalpaşa / İZMİR,
ŞRJ/5246,ADALET PLAZA(3) #BLEU ENERJİ#,Halka Açık,ŞarjMatik,ŞARJMATİK ENERJİ BİLİŞİM LİMİTED ŞİRKETİ,OKTAY BULDUK,Akabe Mahallesi Şehit Furkan Doğan Caddesi  No:13  Adalet Plaza Karatay / KONYA,
ŞRJ/5245,ADALET PLAZA(1) #BLUE ENERJİ#,Halka Açık,ŞarjMatik,ŞARJMATİK ENERJİ BİLİŞİM LİMİTED ŞİRKETİ,OKTAY BULDUK,Akabe Mahallesi Şehit Furkan Doğan Caddesi  No:11  Adalet Plaza Karatay / KONYA,
ŞRJ/6610,LADİK GÖKKUŞAĞI RESTORANT#BLUE ENERJİ#,Halka Açık,ŞarjMatik,ŞARJMATİK ENERJİ BİLİŞİM LİMİTED ŞİRKETİ,ŞARJMATİK ENERJİ BİLİŞİM LİMİTED ŞİRKETİ,Ladik Mahallesi Yeni İstanbul Caddesi  No:947(1) Sarayönü / KONYA,
ŞRJ/6582,CUMHURİYET EVLER#BLUE ENERJİ#,Halka Açık,ŞarjMatik,ŞARJMATİK ENERJİ BİLİŞİM LİMİTED ŞİRKETİ,ŞARJMATİK ENERJİ BİLİŞİM LİMİTED ŞİRKETİ,Korukent Mahallesi 96108 Sokağı  No:4 /6 Toroslar / MERSİN,
ŞRJ/4734,GENÇ FIRIN #BLEU ENERJİ#,Halka Açık,ŞarjMatik,ŞARJMATİK ENERJİ BİLİŞİM LİMİTED ŞİRKETİ,ŞARJMATİK ENERJİ BİLİŞİM LİMİTED ŞİRKETİ,Bekirde Mahallesi Atatürk-6 Caddesi  No:4 Akdeniz / MERSİN,
ŞRJ/5182,SEA TOWER #BLUE ENERJİ#,Halka Açık,ŞarjMatik,ŞARJMATİK ENERJİ BİLİŞİM LİMİTED ŞİRKETİ,ŞARJMATİK ENERJİ BİLİŞİM LİMİTED ŞİRKETİ,Yeni Mahallesi Atatürk-6 Caddesi 5344 Sokağı  No:4 Akdeniz / MERSİN,
ŞRJ/8218,ŞERAFETTİN ÜNSAL,Halka Açık,ŞarjMatik,ŞARJMATİK ENERJİ BİLİŞİM LİMİTED ŞİRKETİ,ŞARJMATİK ENERJİ BİLİŞİM LİMİTED ŞİRKETİ,Sancak Mahallesi Semavi Caddesi Türkler Sokağı  No:6/B Selçuklu / KONYA,
ŞRJ/5899,AKADEMİ MERAM HASTANESİ#BLUE ENERJİ#,Halka Açık,ŞarjMatik,ŞARJMATİK ENERJİ BİLİŞİM LİMİTED ŞİRKETİ,ŞARJMATİK ENERJİ BİLİŞİM LİMİTED ŞİRKETİ,Alaverdi Mahallesi Beyşehir Caddesi  No:181 Meram / KONYA,
ŞRJ/9251,BP_GÜMÜŞLÜKBODRUM,Halka Açık,ŞarjMatik,ŞARJMATİK ENERJİ BİLİŞİM LİMİTED ŞİRKETİ,ŞARJMATİK ENERJİ BİLİŞİM LİMİTED ŞİRKETİ,Gümüşlük Mahallesi Zübeyde Hanım Caddesi  No:43 Bodrum / MUĞLA,
ŞRJ/4524,MEMOİL(DAVULTEPE EVOPET)#BLUE ENERJİ#,Halka Açık,ŞarjMatik,ŞARJMATİK ENERJİ BİLİŞİM LİMİTED ŞİRKETİ,EVOPET LOJİSTİK ENERJİ VE SANAYİ TİCARET LİMİTED ŞİRKETİ,Akdeniz Mahallesi  No:988 Mezitli / MERSİN,
ŞRJ/7326,LYRA GARDEN#BLUE ENERJİ#,Halka Açık,ŞarjMatik,ŞARJMATİK ENERJİ BİLİŞİM LİMİTED ŞİRKETİ,VASFİYE ÇETİNKAYA,Konak Mahallesi Pir Konak Sokağı  No:43 Eğil / DİYARBAKIR,
ŞRJ/5922,REGULUS TERMAL HOTEL#BLUE ENERJİ#,Halka Açık,ŞarjMatik,ŞARJMATİK ENERJİ BİLİŞİM LİMİTED ŞİRKETİ,AFBİM BİLGİSAYAR SANAYİ VE TİCARET LİMİTED ŞİRKETİ,Yayla Belediyesi Esentepe Mahallesi Çakmak Sokk Sokağı  No:171 C/1  Topçu Apartmanı İhsaniye / AFYONKARAHİSAR,
ŞRJ/5589,PGP PETROL OSMANELİ-1#BLUE ENERJİ#,Halka Açık,ŞarjMatik,ŞARJMATİK ENERJİ BİLİŞİM LİMİTED ŞİRKETİ,GENERAL PETROL EKİPMANLARI İTHALAT İHRACAT İNŞAAT YAPI SANAYİ VE TİCARET LİMİTED ŞİRKETİ,Camikebir Mahallesi Ankara Caddesi  No:116 Osmaneli / BİLECİK,
ŞRJ/7321,BÜSAN-2 #BLUE ENERJİ#,Halka Açık,ŞarjMatik,ŞARJMATİK ENERJİ BİLİŞİM LİMİTED ŞİRKETİ,OKTAY BULDUK,Fevzi Çakmak Mahallesi 10777 Caddesi  No:1 Karatay / KONYA,
ŞRJ/5900,AKADEMİ KONYA HASTANESİ#BLUE ENERJİ#0,Halka Açık,ŞarjMatik,ŞARJMATİK ENERJİ BİLİŞİM LİMİTED ŞİRKETİ,OKTAY BULDUK,Piperi Mahallesi Furgan Dede Caddesi  No:12 Meram / KONYA,
ŞRJ/7331,BÜSAN-1 BLUE ENERJİ#,Halka Açık,ŞarjMatik,ŞARJMATİK ENERJİ BİLİŞİM LİMİTED ŞİRKETİ,OKTAY BULDUK,Fevziçakmak Mahallesi 10644 Caddesi  No:11 Karatay / KONYA,
ŞRJ/6100,BİTİM ANTİKA#BLUE ENERJİ#,Halka Açık,ŞarjMatik,ŞARJMATİK ENERJİ BİLİŞİM LİMİTED ŞİRKETİ,BİTİM İNŞAAT SANAYİ VE TİCARET LİMİTED ŞİRKETİ,Erenköy Mahallesi Dildar Caddesi  No:3 Selçuklu / KONYA,
ŞRJ/5177,ŞİRİNPARK(MEMOİL)#BLUE ENERİ#,Halka Açık,ŞarjMatik,ŞARJMATİK ENERJİ BİLİŞİM LİMİTED ŞİRKETİ,ŞİRİNPARK AKARYAKIT TAŞIMACILIK TURİZM GIDA İNŞAAT SANAYİ VE TİCARET LİMİTED ŞİRKETİ,Şakırpaşa Mahallesi Turan Cemil Bekir Caddesi  No:223/A Seyhan / ADANA,
ŞRJ/12111,SELÇUK GIDA TURİZM,Halka Açık,ŞarjMatik,ŞARJMATİK ENERJİ BİLİŞİM LİMİTED ŞİRKETİ,ŞARJMATİK ENERJİ BİLİŞİM LİMİTED ŞİRKETİ,Sularbaşı Mahallesi Otopark Hanımın Cami Yanı Sokağı Merkez / SİVAS,
ŞRJ/7256,AHMET YAKUT (MORPET)  ŞARJMATİK,Halka Açık,ŞarjMatik,ŞARJMATİK ENERJİ BİLİŞİM LİMİTED ŞİRKETİ,AHMET YAKUT,Konacık Mahallesi Adliye Caddesi  No:30  Morpet Bodrum / MUĞLA,
ŞRJ/5499,ELEMENT GRUP#ŞARJMATİK,Halka Açık,ŞarjMatik,ŞARJMATİK ENERJİ BİLİŞİM LİMİTED ŞİRKETİ,ŞARJMATİK ENERJİ BİLİŞİM LİMİTED ŞİRKETİ,Müskebi Mahallesi 2618 Sokağı  No:16/C Bodrum / MUĞLA,
ŞRJ/7257,NALBANTOĞLU BODRUM#ŞARJMATİK#,Halka Açık,ŞarjMatik,ŞARJMATİK ENERJİ BİLİŞİM LİMİTED ŞİRKETİ,BODRUM NALBANTOĞLU YAPI MALZEMELERİ VE TİCARET ANONİM ŞİRKETİ,Dirmil Mahallesi Frenk Azmağı Caddesi  No:17  Vesbo Bodrum / MUĞLA,
ŞRJ/6607,NİTRO GARAGE (BODRUM)#ŞARJMATİK #,Halka Açık,ŞarjMatik,ŞARJMATİK ENERJİ BİLİŞİM LİMİTED ŞİRKETİ,BODRUM NİTRO GARAGE OTOMOTİV SERVİS HİZMETLERİ TİCARET LİMİTED ŞİRKETİ,Konacık Mahallesi Gaz Deresi Caddesi  No:21 /7  Vesbo Bodrum / MUĞLA,
ŞRJ/7926,BERSİS ELEKTRİK,Halka Açık,gotedygo,TEDY ENERJİ VE TEKNOLOJİ ANONİM ŞİRKETİ,TEDY ENERJİ VE TEKNOLOJİ ANONİM ŞİRKETİ,Erenler Mahallesi Erenler / SAKARYA,
ŞRJ/8767,ZIRHLI MARKET İZMİT,Halka Açık,gotedygo,TEDY ENERJİ VE TEKNOLOJİ ANONİM ŞİRKETİ,TEDY ENERJİ VE TEKNOLOJİ ANONİM ŞİRKETİ,Sanayi Mah. Mahallesi Fevzi Çakmak Cad. Caddesi No:17 Sokağı İzmit / KOCAELİ,
ŞRJ/8768,ZIRHLI MARKET GEBZE,Halka Açık,gotedygo,TEDY ENERJİ VE TEKNOLOJİ ANONİM ŞİRKETİ,TEDY ENERJİ VE TEKNOLOJİ ANONİM ŞİRKETİ,Beylikbağı Belediye Mah. Mahallesi Yeni Bağdat Cad. Caddesi Bina No:229 Sokağı Gebze / KOCAELİ,
ŞRJ/8690,FERİZLİ DM1,Halka Açık,gotedygo,TEDY ENERJİ VE TEKNOLOJİ ANONİM ŞİRKETİ,TEDY ENERJİ VE TEKNOLOJİ ANONİM ŞİRKETİ,Ferizli Osb Mah. Mahallesi 1. Cadde No:2 Caddesi Ferizli / SAKARYA,
ŞRJ/8879,FERİZLİ DM2,Halka Açık,gotedygo,TEDY ENERJİ VE TEKNOLOJİ ANONİM ŞİRKETİ,TEDY ENERJİ VE TEKNOLOJİ ANONİM ŞİRKETİ,Ferizli Osb Mah. Mahallesi 1. Cadde No:2 Caddesi Ferizli / SAKARYA,
ŞRJ/8882,FERİZLİ DM3,Halka Açık,gotedygo,TEDY ENERJİ VE TEKNOLOJİ ANONİM ŞİRKETİ,TEDY ENERJİ VE TEKNOLOJİ ANONİM ŞİRKETİ,Ferizli Osb Mah. Mahallesi 1. Cadde No:2 Caddesi Ferizli / SAKARYA,
ŞRJ/8885,FERİZLİ DM4,Halka Açık,gotedygo,TEDY ENERJİ VE TEKNOLOJİ ANONİM ŞİRKETİ,TEDY ENERJİ VE TEKNOLOJİ ANONİM ŞİRKETİ,Ferizli Osb Mah. Mahallesi 1. Cadde No:2 Caddesi Ferizli / SAKARYA,
ŞRJ/8886,FERİZLİ DM5,Halka Açık,gotedygo,TEDY ENERJİ VE TEKNOLOJİ ANONİM ŞİRKETİ,TEDY ENERJİ VE TEKNOLOJİ ANONİM ŞİRKETİ,Ferizli Osb Mah. Mahallesi 1. Cadde No:2 Caddesi Ferizli / SAKARYA,
ŞRJ/8890,FERİZLİ DM6,Halka Açık,gotedygo,TEDY ENERJİ VE TEKNOLOJİ ANONİM ŞİRKETİ,TEDY ENERJİ VE TEKNOLOJİ ANONİM ŞİRKETİ,Ferizli Osb Mah. Mahallesi 1. Cadde No:2 Caddesi Ferizli / SAKARYA,
ŞRJ/11345,BOLU HİGHWAY 360kW,Halka Açık,gotedygo,TEDY ENERJİ VE TEKNOLOJİ ANONİM ŞİRKETİ,TEDY ENERJİ VE TEKNOLOJİ ANONİM ŞİRKETİ,Elmalık Mahallesi  No:111 Merkez / BOLU,
ŞRJ/13199,ÜMRANİYE ZIRHLI,Halka Açık,gotedygo,TEDY ENERJİ VE TEKNOLOJİ ANONİM ŞİRKETİ,TEDY ENERJİ VE TEKNOLOJİ ANONİM ŞİRKETİ,Esenşehir Mahallesi  No:17 Ümraniye / İSTANBUL,
ŞRJ/13212,İÇERENKÖY 60kW,Halka Açık,gotedygo,TEDY ENERJİ VE TEKNOLOJİ ANONİM ŞİRKETİ,TEDY ENERJİ VE TEKNOLOJİ ANONİM ŞİRKETİ,İçerenköy Mahallesi Uysal Sokağı  No:3 Ataşehir / İSTANBUL,
ŞRJ/13219,YENİDOĞAN 60kW,Halka Açık,gotedygo,TEDY ENERJİ VE TEKNOLOJİ ANONİM ŞİRKETİ,TEDY ENERJİ VE TEKNOLOJİ ANONİM ŞİRKETİ,Mevlana Mahallesi Atatürk Caddesi  No:433 Sancaktepe / İSTANBUL,
ŞRJ/13236,ALKENT 60kW,Halka Açık,gotedygo,TEDY ENERJİ VE TEKNOLOJİ ANONİM ŞİRKETİ,TEDY ENERJİ VE TEKNOLOJİ ANONİM ŞİRKETİ,Karaağaç Mahallesi Büyükçekmece / İSTANBUL,
ŞRJ/13237,ESENYURT KİM MARKET 22kW,Halka Açık,gotedygo,TEDY ENERJİ VE TEKNOLOJİ ANONİM ŞİRKETİ,TEDY ENERJİ VE TEKNOLOJİ ANONİM ŞİRKETİ,İncirtepe Mahallesi  No:2/A Esenyurt / İSTANBUL,
ŞRJ/14991,GATE 41 SAPANCA,Halka Açık,gotedygo,TEDY ENERJİ VE TEKNOLOJİ ANONİM ŞİRKETİ,TEDY ENERJİ VE TEKNOLOJİ ANONİM ŞİRKETİ,Çayiçi Mahallesi Kayacan Caddesi Kartepe / KOCAELİ,
ŞRJ/17295,ZIRHLI MARKET AFYON,Halka Açık,gotedygo,TEDY ENERJİ VE TEKNOLOJİ ANONİM ŞİRKETİ,TEDY ENERJİ VE TEKNOLOJİ ANONİM ŞİRKETİ,Hasan Karaağaç -merkez Mahallesi Merkez / AFYONKARAHİSAR,
ŞRJ/17429,ZIRHLI GROSS BAŞİSKELE,Halka Açık,gotedygo,TEDY ENERJİ VE TEKNOLOJİ ANONİM ŞİRKETİ,TEDY ENERJİ VE TEKNOLOJİ ANONİM ŞİRKETİ,Ovacık Mahallesi Alsancak Caddesi  No:248 Başiskele / KOCAELİ,
ŞRJ/19226,SUHUBE EVLERİ 1,Halka Açık,gotedygo,TEDY ENERJİ VE TEKNOLOJİ ANONİM ŞİRKETİ,TEDY ENERJİ VE TEKNOLOJİ ANONİM ŞİRKETİ,Kemalpaşa Mahallesi 130. Caddesi  No:15 Serdivan / SAKARYA,
ŞRJ/9997,ZIRHLI MARKET ÇORLU,Halka Açık,gotedygo,TEDY ENERJİ VE TEKNOLOJİ ANONİM ŞİRKETİ,TEDY ENERJİ VE TEKNOLOJİ ANONİM ŞİRKETİ,Önerler Mahallesi İstanbul Caddesi  No:55-1 Çorlu / TEKİRDAĞ,
ŞRJ/8764,ZIRHLI MARKET ERENLER,Halka Açık,gotedygo,TEDY ENERJİ VE TEKNOLOJİ ANONİM ŞİRKETİ,TEDY ENERJİ VE TEKNOLOJİ ANONİM ŞİRKETİ,Erenler Mah. Mahallesi Uluyol Cad. Caddesi No:52a Sokağı Erenler / SAKARYA,
ŞRJ/14750,ZIRHLI MARKET YENİBOSNA,Halka Açık,gotedygo,TEDY ENERJİ VE TEKNOLOJİ ANONİM ŞİRKETİ,TEDY ENERJİ VE TEKNOLOJİ ANONİM ŞİRKETİ,Yenibosna Merkez Mahallesi Değirmenbahçe Caddesi Kavak Sokağı  No:1 Bahçelievler / İSTANBUL,
ŞRJ/20393,ZIRHLI GROSS DÜZCE,Halka Açık,gotedygo,TEDY ENERJİ VE TEKNOLOJİ ANONİM ŞİRKETİ,TEDY ENERJİ VE TEKNOLOJİ ANONİM ŞİRKETİ,Taşköprü Mahallesi 16044. Sokağı  No:3/2 Merkez / DÜZCE,
ŞRJ/21050,GAZİANTEP ÜNİVERSİTESİ,Halka Açık,gotedygo,TEDY ENERJİ VE TEKNOLOJİ ANONİM ŞİRKETİ,TEDY ENERJİ VE TEKNOLOJİ ANONİM ŞİRKETİ,15 Temmuz Mahallesi  No:316 Şehitkamil / GAZİANTEP,
ŞRJ/21051,GAZİANTEP ÜNİVERSİTESİ 1,Halka Açık,gotedygo,TEDY ENERJİ VE TEKNOLOJİ ANONİM ŞİRKETİ,TEDY ENERJİ VE TEKNOLOJİ ANONİM ŞİRKETİ,15 Temmuz Mahallesi  No:316 Şehitkamil / GAZİANTEP,
ŞRJ/21052,GAZİANTEP ÜNİVERSİTE 2,Halka Açık,gotedygo,TEDY ENERJİ VE TEKNOLOJİ ANONİM ŞİRKETİ,TEDY ENERJİ VE TEKNOLOJİ ANONİM ŞİRKETİ,15 Temmuz Mahallesi  No:316 Şehitkamil / GAZİANTEP,
ŞRJ/21053,GAZİANTEP ÜNİVERSİTESİ 3,Halka Açık,gotedygo,TEDY ENERJİ VE TEKNOLOJİ ANONİM ŞİRKETİ,TEDY ENERJİ VE TEKNOLOJİ ANONİM ŞİRKETİ,15 Temmuz Mahallesi  No:316 Şehitkamil / GAZİANTEP,
ŞRJ/8891,VİALLİ,Halka Açık,gotedygo,TEDY ENERJİ VE TEKNOLOJİ ANONİM ŞİRKETİ,TEDY ENERJİ VE TEKNOLOJİ ANONİM ŞİRKETİ,Soğucak Osb Mah. Mahallesi 3.osb Bölgesi Caddesi Söğütlü / SAKARYA,
ŞRJ/8770,ZIRHLI MARKET BÜYÜKÇEKMECE,Halka Açık,gotedygo,TEDY ENERJİ VE TEKNOLOJİ ANONİM ŞİRKETİ,TEDY ENERJİ VE TEKNOLOJİ ANONİM ŞİRKETİ,Çakmaklı Mahallesi Mahallesi Kıdem Sok Caddesi No:8 Sokağı Büyükçekmece / İSTANBUL,
ŞRJ/22787,KONYA SELÇUKPARK,Halka Açık,gotedygo,TEDY ENERJİ VE TEKNOLOJİ ANONİM ŞİRKETİ,TEDY ENERJİ VE TEKNOLOJİ ANONİM ŞİRKETİ,Selçuk Mahallesi Birinci Caddesi Selçuklu / KONYA,
ŞRJ/8892,EMTAŞ,Halka Açık,gotedygo,TEDY ENERJİ VE TEKNOLOJİ ANONİM ŞİRKETİ,TEDY ENERJİ VE TEKNOLOJİ ANONİM ŞİRKETİ,Sakarya 1.osb Mahallesi 13.cadde Caddesi No:3 Sokağı Arifiye / SAKARYA,
ŞRJ/10754,FORD AKKÖPRÜLÜ DC,Halka Açık,Greendrive,AKKÖPRÜLÜ OTOMOTİV İNŞAAT SANAYİ VE TİCARET ANONİM ŞİRKETİ,AKKÖPRÜLÜ OTOMOTİV İNŞAAT SANAYİ VE TİCARET ANONİM ŞİRKETİ,Şabaniye Mahallesi İpekyolu Caddesi Hacı Durağı Sokağı  No:177 Edremit / VAN,
ŞRJ/17342,AĞVA-1,Halka Açık,Greendrive,AKKÖPRÜLÜ OTOMOTİV İNŞAAT SANAYİ VE TİCARET ANONİM ŞİRKETİ,AKKÖPRÜLÜ OTOMOTİV İNŞAAT SANAYİ VE TİCARET ANONİM ŞİRKETİ,Ağva Mahallesi Yakuplu Caddesi  Belediye Plaj Girişi Otoparkı Şile / İSTANBUL,
ŞRJ/17344,MİLLET BAHÇESİ YANI OTOPARK,Halka Açık,Greendrive,AKKÖPRÜLÜ OTOMOTİV İNŞAAT SANAYİ VE TİCARET ANONİM ŞİRKETİ,AKKÖPRÜLÜ OTOMOTİV İNŞAAT SANAYİ VE TİCARET ANONİM ŞİRKETİ,Bali Bey Mahallesi Havadar Sokağı Şile / İSTANBUL,
ŞRJ/17346,ŞİLE KATLI OTOPARK,Halka Açık,Greendrive,AKKÖPRÜLÜ OTOMOTİV İNŞAAT SANAYİ VE TİCARET ANONİM ŞİRKETİ,AKKÖPRÜLÜ OTOMOTİV İNŞAAT SANAYİ VE TİCARET ANONİM ŞİRKETİ,Çavuş Mahallesi Cumhuriyet Caddesi Katlı Otopark Sokağı Şile / İSTANBUL,
ŞRJ/17347,LİMAN GUTTA,Halka Açık,Greendrive,AKKÖPRÜLÜ OTOMOTİV İNŞAAT SANAYİ VE TİCARET ANONİM ŞİRKETİ,AKKÖPRÜLÜ OTOMOTİV İNŞAAT SANAYİ VE TİCARET ANONİM ŞİRKETİ,H.kasım Mahallesi Kordonboyu Caddesi Şile / İSTANBUL,
ŞRJ/17348,LİMAN MARİNA,Halka Açık,Greendrive,AKKÖPRÜLÜ OTOMOTİV İNŞAAT SANAYİ VE TİCARET ANONİM ŞİRKETİ,AKKÖPRÜLÜ OTOMOTİV İNŞAAT SANAYİ VE TİCARET ANONİM ŞİRKETİ,H.kasım Mahallesi Kordonboyu Caddesi Şile / İSTANBUL,
ŞRJ/17349,ENİŞTENİN YERİ,Halka Açık,Greendrive,AKKÖPRÜLÜ OTOMOTİV İNŞAAT SANAYİ VE TİCARET ANONİM ŞİRKETİ,AKKÖPRÜLÜ OTOMOTİV İNŞAAT SANAYİ VE TİCARET ANONİM ŞİRKETİ,H.kasım Mahallesi Kordonboyu Caddesi Şile / İSTANBUL,
ŞRJ/17350,KAFE BEACH,Halka Açık,Greendrive,AKKÖPRÜLÜ OTOMOTİV İNŞAAT SANAYİ VE TİCARET ANONİM ŞİRKETİ,AKKÖPRÜLÜ OTOMOTİV İNŞAAT SANAYİ VE TİCARET ANONİM ŞİRKETİ,H.kasım Mahallesi Kordonboyu Caddesi Şile / İSTANBUL,
ŞRJ/17351,KLASOTEL,Halka Açık,Greendrive,AKKÖPRÜLÜ OTOMOTİV İNŞAAT SANAYİ VE TİCARET ANONİM ŞİRKETİ,AKKÖPRÜLÜ OTOMOTİV İNŞAAT SANAYİ VE TİCARET ANONİM ŞİRKETİ,H.kasım Mahallesi Kordonboyu Caddesi Şile / İSTANBUL,
ŞRJ/17352,SAL,Halka Açık,Greendrive,AKKÖPRÜLÜ OTOMOTİV İNŞAAT SANAYİ VE TİCARET ANONİM ŞİRKETİ,AKKÖPRÜLÜ OTOMOTİV İNŞAAT SANAYİ VE TİCARET ANONİM ŞİRKETİ,Kumbaba Mahallesi Turan Aziz Beler Caddesi Şile / İSTANBUL,
ŞRJ/17353,KUMBABA-01,Halka Açık,Greendrive,AKKÖPRÜLÜ OTOMOTİV İNŞAAT SANAYİ VE TİCARET ANONİM ŞİRKETİ,AKKÖPRÜLÜ OTOMOTİV İNŞAAT SANAYİ VE TİCARET ANONİM ŞİRKETİ,Kumbaba Mahallesi Kumbaba Caddesi Şile / İSTANBUL,
ŞRJ/10756,AKKÖPRÜLÜ FORD PLAZA,Halka Açık,Greendrive,AKKÖPRÜLÜ OTOMOTİV İNŞAAT SANAYİ VE TİCARET ANONİM ŞİRKETİ,AKKÖPRÜLÜ OTOMOTİV İNŞAAT SANAYİ VE TİCARET ANONİM ŞİRKETİ,Şabaniye Mahallesi İpelyolu Caddesi Hacı Durağı Sokağı  No:177 Edremit / VAN,
ŞRJ/10880,AKKÖPRÜLÜ 2.EL AC,Halka Açık,Greendrive,AKKÖPRÜLÜ OTOMOTİV İNŞAAT SANAYİ VE TİCARET ANONİM ŞİRKETİ,AKKÖPRÜLÜ OTOMOTİV İNŞAAT SANAYİ VE TİCARET ANONİM ŞİRKETİ,Şabaniye Mahallesi İpekyolu Caddesi Hacı Durağı Sokağı  No:179  Ford Plaza Edremit / VAN,
ŞRJ/10944,TATVAN FORD PLAZA AC,Halka Açık,Greendrive,AKKÖPRÜLÜ OTOMOTİV İNŞAAT SANAYİ VE TİCARET ANONİM ŞİRKETİ,AKKÖPRÜLÜ OTOMOTİV İNŞAAT SANAYİ VE TİCARET ANONİM ŞİRKETİ,Karşıyaka Mahallesi  No:92  Rahva 2. Km Tatvan / BİTLİS,
ŞRJ/10781,BUĞDAYLAR OTO AC,Halka Açık,Greendrive,AKKÖPRÜLÜ OTOMOTİV İNŞAAT SANAYİ VE TİCARET ANONİM ŞİRKETİ,AKKÖPRÜLÜ OTOMOTİV İNŞAAT SANAYİ VE TİCARET ANONİM ŞİRKETİ,Halilağa Mahallesi İpelyolu Caddesi  No:72  Stadyum Karşısı İpekyolu / VAN,
ŞRJ/10783,YILDIZLAR OTO. ELAZIĞ AC,Halka Açık,Greendrive,AKKÖPRÜLÜ OTOMOTİV İNŞAAT SANAYİ VE TİCARET ANONİM ŞİRKETİ,AKKÖPRÜLÜ OTOMOTİV İNŞAAT SANAYİ VE TİCARET ANONİM ŞİRKETİ,Yeşilyurt Mahallesi  No:205  Diyarbakır Yolu 8. Km.  Akçakiraz Merkez / ELAZIĞ,
ŞRJ/10812,AYDINLAR OTO AC,Halka Açık,Greendrive,AKKÖPRÜLÜ OTOMOTİV İNŞAAT SANAYİ VE TİCARET ANONİM ŞİRKETİ,AKKÖPRÜLÜ OTOMOTİV İNŞAAT SANAYİ VE TİCARET ANONİM ŞİRKETİ,Şemsibey Mahallesi  No:400  Erciş Yolu Üzeri 8. Km Tüv Karşısı Tuşba / VAN,
ŞRJ/10881,URARTU HAN AC,Halka Açık,Greendrive,AKKÖPRÜLÜ OTOMOTİV İNŞAAT SANAYİ VE TİCARET ANONİM ŞİRKETİ,AKKÖPRÜLÜ OTOMOTİV İNŞAAT SANAYİ VE TİCARET ANONİM ŞİRKETİ,Bahçıvan Mahallesi Meçhul Asker Sokağı  No:11 İpekyolu / VAN,
ŞRJ/20106,ALTINOVA,Halka Açık,Greendrive,AKKÖPRÜLÜ OTOMOTİV İNŞAAT SANAYİ VE TİCARET ANONİM ŞİRKETİ,AKKÖPRÜLÜ OTOMOTİV İNŞAAT SANAYİ VE TİCARET ANONİM ŞİRKETİ,Altınova Mahallesi Pursaklar / ANKARA,
ŞRJ/20107,ÖZLER DÖNER,Halka Açık,Greendrive,AKKÖPRÜLÜ OTOMOTİV İNŞAAT SANAYİ VE TİCARET ANONİM ŞİRKETİ,AKKÖPRÜLÜ OTOMOTİV İNŞAAT SANAYİ VE TİCARET ANONİM ŞİRKETİ,Pursaklar Mahallesi Pursaklar / ANKARA,
ŞRJ/6173,GOLDEN TULİP OTEL,Halka Açık,VOLTRUN,VOLTRUN ENERJİ ANONİM ŞİRKETİ,VOLTRUN ENERJİ ANONİM ŞİRKETİ,Yenidoğan Mahallesi Eyüp Sultan Caddesi  No:13 Bayrampaşa / İSTANBUL,
ŞRJ/6189,OLYMPOS LODGE OTEL,Özel,VOLTRUN,VOLTRUN ENERJİ ANONİM ŞİRKETİ,VOLTRUN ENERJİ ANONİM ŞİRKETİ,Ulupınar Mahallesi . Caddesi Çıralı Sokağı  No:9 Kemer / ANTALYA,
ŞRJ/6183,İNDİRİM MARKET,Halka Açık,VOLTRUN,VOLTRUN ENERJİ ANONİM ŞİRKETİ,VOLTRUN ENERJİ ANONİM ŞİRKETİ,Adalet Mahallesi Şehit Polis Murat Çalışkan Caddesi  No:1/4 İlkadım / SAMSUN,
ŞRJ/6356,DENİZLİ CANER OTOMOTİV,Halka Açık,VOLTRUN,VOLTRUN ENERJİ ANONİM ŞİRKETİ,VOLTRUN ENERJİ ANONİM ŞİRKETİ,Sevindik Mahallesi . Caddesi 2290 Sokağı  No:96 Merkezefendi / DENİZLİ,
